,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_CITY,CAND_ST,CAND_ZIP,candidatevotes,totalvotes,VOTE_percent,WINNER
823,H0ID01253,"LABRADOR, RAUL R. HON.",REP,2016,ID,H,1.0,I,C,C00470948,EAGLE,ID,836163636.0,242252,355357,0.6817144449103296,1
824,H4CA26139,"DAGNESSES, RAFAEL",REP,2016,CA,H,26.0,C,C,C00583120,SIMI VALLEY,CA,93065.0,111059,280307,0.39620487536879206,0
825,H6IL08147,"KRISHNAMOORTHI, S. RAJA",DEM,2016,IL,H,8.0,O,C,C00575092,SCHAUMBURG,IL,60193.0,144954,248571,0.5831492812918643,1
828,H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",REP,2016,LA,H,5.0,I,C,C00563940,ARCHIBALD,LA,712180271.0,208545,255662,0.8157058929367681,1
829,H0IL14080,"HULTGREN, RANDY",REP,2016,IL,H,14.0,I,C,C00467522,PLANO,IL,60545.0,200508,338097,0.5930487404502258,1
830,H2TX14149,"WEBER, RANDY",REP,2016,TX,H,14.0,I,C,C00502229,FRIENDSWOOD,TX,77546.0,160631,259685,0.6185609488418661,1
831,H6FL18147,"PERKINS, RANDY",DEM,2016,FL,H,18.0,O,P,C00592261,NORTH PALM BEACH,FL,33408.0,161918,375918,0.43072691384823286,0
832,H6GA07163,RASHID MALIK,DEM,2016,GA,H,7.0,C,N,C00628065,LAWRENCEVILLE,GA,30045.0,114220,288301,0.396183155798974,0
833,H6TX27092,"BARRERA, RAUL (ROY)",DEM,2016,TX,H,27.0,C,C,C00615823,CORPUS CHRISTI,TX,78426.0,88329,230580,0.38307311995836585,0
834,H2CA36439,"RUIZ, RAUL DR.",DEM,2016,CA,H,36.0,I,C,C00502575,PALM DESERT,CA,92261.0,144348,232617,0.6205393414926682,1
836,H6NV01232,"D'SILVA, REUBEN",NON,2016,NV,H,1.0,C,C,C00612374,LAS VEGAS,NV,89104.0,13897,188352,0.07378206761807679,0
838,H0TX20090,"SMITH, RHETT ROSENQUEST",LIB,2016,TX,H,35.0,C,N,C00508622,SAN ANTONIO,TX,78217.0,6504,197576,0.03291897801352391,0
839,H4RI02107,"REIS, RHUE",REP,2016,RI,H,2.0,C,P,C00618892,RICHMOND,RI,2898.0,70301,229148,0.3067929896835233,0
841,H6IN06214,"TURVEY, RICHARD THOMAS MR. III",LIB,2016,IN,H,6.0,C,N,C00616557,EATON,IN,47338.0,12330,296385,0.04160129561212612,0
844,H6CA29229,"ALARCON, RICHARD ANTHONY MR.",DEM,2016,CA,H,29.0,C,C,C00611939,MISSION HILLS,CA,91345.0,43417,171824,0.25268297793090605,0
845,H4CA18094,"FOX, RICHARD B",REP,2016,CA,H,18.0,C,P,C00605196,LOS GATOS,CA,95032.0,93470,323930,0.2885499953693699,0
847,H8MA02041,"NEAL, RICHARD E MR.",DEM,2016,MA,H,1.0,I,C,C00226522,SPRINGFIELD,MA,1107.0,235803,349676,0.674347109896018,1
848,H4NM01124,"PRIEM, RICHARD G",REP,2016,NM,H,1.0,C,N,C00553420,ALBUQUERQUE,NM,87111.0,96879,277967,0.34852698341889504,0
849,H2NC08185,"HUDSON, RICHARD L. JR.",REP,2016,NC,H,8.0,I,C,C00504522,CONCORD,NC,280271500.0,189863,323045,0.587729263724868,1
850,H4LA06062,"LIEBERMAN, RICHARD ",DEM,2016,LA,H,6.0,C,N,C00542472,LAPLACE,LA,70068.0,49380,331098,0.14914013373683924,0
851,H6CO02156,"LONGSTRETH, RICHARD TIETJEN MR. III",LIB,2016,CO,H,2.0,C,N,C00616151,FORT COLLINS,CO,80527.0,27136,457312,0.05933804492337835,0
853,H2MN08111,"NOLAN, RICHARD M.",DFL,2016,MN,H,8.0,I,C,C00499053,CROSBY,MN,56441.0,179097,356971,0.5017130243072967,1
855,H6NC11198,"BRYSON, FREDERICK EDGAR (RICK)",DEM,2016,NC,H,11.0,C,P,C00610832,BRYSON CITY,NC,28713.0,129103,359508,0.3591102284232896,0
856,H2PA15099,"DAUGHERTY, RICHARD D",DEM,2016,PA,H,15.0,C,C,C00506162,OREFIELD,PA,18069.0,124129,326474,0.38021098157893124,0
857,H0WA02080,"LARSEN, RICK",DEM,2016,WA,H,2.0,I,C,C00345546,EVERETT,WA,98206.0,208314,325408,0.6401625036876782,1
859,H2GA12121,"ALLEN, RICHARD W",REP,2016,GA,H,12.0,I,C,C00504019,AUGUSTA,GA,30904.0,159492,258912,0.6160085279940675,1
861,H8CA41139,DR RITA RAMIREZ,DEM,2016,CA,H,8.0,C,C,C00593111,TWENTYNINE PALMS,CA,92277.0,83035,220007,0.3774198093697019,0
862,H4CA12055,"KHANNA, ROHIT",DEM,2016,CA,H,17.0,C,C,C00503185,SANTA CLARA,CA,95050.0,142268,233192,0.6100895399499126,1
863,H2UT01094,"BISHOP, ROBERT",REP,2016,UT,H,1.0,I,C,C00374231,BRIGHAM CITY,UT,84302.0,182925,277451,0.6593056071162116,1
864,H6FL02240,"LAPHAM, ROBERT B",LIB,2016,FL,H,2.0,O,P,C00620708,PORT ST JOE,FL,32456.0,9395,343362,0.027361793093003885,0
866,H0GA07133,"WOODALL, ROB REP.",REP,2016,GA,H,7.0,I,C,C00482307,LAWRENCEVILLE,GA,300461871.0,174081,288301,0.603816844201026,1
868,H6CA06227,"EVANS, ROBERT S",REP,2016,CA,H,6.0,C,N,C00609610,SACRAMENTO,CA,95864.0,57848,235413,0.24572984499581588,0
869,H8PA01153,"BRADY, ROBERT A",DEM,2016,PA,H,1.0,I,C,C00333740,WASHINGTON,DC,20515.0,245791,299010,0.8220159860874219,1
870,H6NY13154,"EVANS, ROBERT",REP,2016,NY,H,13.0,O,N,C00609669,NEW YORK,NY,10039.0,13129,255239,0.05143806393223606,0
872,H6AL04098,"ADERHOLT, ROBERT BROWN",REP,2016,AL,H,4.0,I,C,C00313247,HALEYVILLE,AL,35565.0,235925,239444,0.9853034529994488,1
873,H6VA01117,"SCOTT, ROBERT C.",DEM,2016,VA,H,3.0,I,C,C00256925,NEWPORT NEWS,VA,23607.0,208337,312340,0.6670199141960684,1
875,H8OH05036,"LATTA, ROBERT EDWARD MR",REP,2016,OH,H,5.0,I,C,C00438697,BOWLING GREEN,OH,434025211.0,244599,344991,0.7090011043766359,1
877,H4WA01258,"SUTHERLAND, ROBERT J",REP,2016,WA,H,1.0,C,P,C00622068,GRANITE FALLS,WA,98252.0,155779,349398,0.4458497186589505,0
878,H8VA01147,"WITTMAN, ROBERT J MR.",REP,2016,VA,H,1.0,I,C,C00441014,MONTROSS,VA,22520.0,230213,384601,0.5985761867493844,1
879,H4OH10167,"KLEPINGER, ROBERT P",DEM,2016,OH,H,10.0,C,N,C00565622,DAYTON,OH,45414.0,109981,336602,0.3267389973915782,0
883,H4FL14091,"NEELD J, ROBERT M",DEM,2016,FL,H,19.0,O,C,C00620211,CAPE CORAL,FL,339101508.0,123812,363166,0.34092398517482364,0
884,H6FL12181,"TAGER, ROBERT MATTHEW",DEM,2016,FL,H,12.0,C,C,C00616920,CLEARWATER,FL,33763.0,116110,369669,0.31409179563339096,0
885,H2NC09134,"PITTENGER, ROBERT M. HON.",REP,2016,NC,H,9.0,I,C,C00514513,CHARLOTTE,NC,282104922.0,193452,332493,0.5818227752163203,1
888,H6CA04156,"DERLET, ROBERT WAYNE",DEM,2016,CA,H,4.0,C,P,C00588970,SONORA,CA,95370.0,130845,350978,0.37280114423126237,0
889,H2IL02172,"KELLY, ROBIN L.",DEM,2016,IL,H,2.0,I,C,C00539866,MATTESON,IL,60443.0,235051,294522,0.7980762048335948,1
890,H2IA01055,"BLUM, RODNEY",REP,2016,IA,H,1.0,I,C,C00543926,DUBUQUE,IA,52003.0,206903,384977,0.5374424965647299,1
891,H2IL13120,"DAVIS, RODNEY L",UNK,2016,IL,H,13.0,I,C,C00521948,TAYLORVILLE,IL,625689601.0,187583,314394,0.5966494271519177,1
892,H2NJ05014,"FRELINGHUYSEN, RODNEY P.",REP,2016,NJ,H,11.0,I,C,C00299404,MORRISTOWN,NJ,7960.0,194299,334992,0.5800108659311267,1
893,H6GA06124,"STOOKSBURY, RODNEY",DEM,2016,GA,H,6.0,C,N,C00619270,ATLANTA,GA,30339.0,124917,326005,0.38317510467630866,0
894,H6CA11169,"PETERSEN, ROGER",REP,2016,CA,H,11.0,C,C,C00608281,CLAYTON,CA,94517.0,83341,298209,0.2794717798590921,0
895,H6CA32132,"HERNANDEZ, ROGER",DEM,2016,CA,H,32.0,C,P,C00596858,LONG BEACH,CA,90802.0,71720,186646,0.3842568284345767,0
897,H6KS01179,"MARSHALL, ROGER W",REP,2016,KS,H,1.0,C,C,C00576173,GREAT BEND,KS,67530.0,169992,257971,0.6589577898290894,1
898,H2TX33040,"WILLIAMS, ROGER",REP,2016,TX,H,25.0,I,C,C00498121,AUSTIN,TX,787091061.0,180988,310196,0.5834633586506596,1
901,H2FL00292,"DESANTIS, RONALD D.",REP,2016,FL,H,6.0,I,C,C00511568,PONTE VEDRA BEACH,FL,32004.0,213519,364570,0.5856735332035,1
902,H6IN08244,"DRAKE, RON",DEM,2016,IN,H,8.0,C,P,C00609156,SULLIVAN,IN,47882.0,93356,294713,0.316769195793874,0
903,H2CA48095,"VARASTEH, RON",DEM,2016,CA,H,45.0,C,C,C00516922,IRVINE,CA,92604.0,129231,311849,0.4144024832531129,0
907,H6OH07127,"RICH, ROY",DEM,2016,OH,H,7.0,C,P,C00589085,GRAFTON,OH,44044.0,89638,309553,0.2895723834044574,0
909,H4AZ07043,"GALLEGO, RUBEN",DEM,2016,AZ,H,7.0,I,C,C00558627,PHOENIX,AZ,85001.0,119465,158811,0.7522463809181984,1
912,H6TX06203,"WOOLRIDGE, RUBY FAYE MS.",DEM,2016,TX,H,6.0,C,C,C00608901,ARLINGTON,TX,76013.0,106667,273296,0.39029843100521044,0
915,H6IN09218,"BROOKSBANK, RUSSELL",LIB,2016,IN,H,9.0,O,N,C00615856,CLARKSVILLE,IN,47129.0,17425,322843,0.05397360326846176,0
916,H0PA06076,"COSTELLO, RYAN A",REP,2016,PA,H,6.0,I,C,C00554899,WEST CHESTER,PA,193802230.0,207469,362469,0.5723772239832924,1
919,H4MT01041,"ZINKE, RYAN K",REP,2016,MT,H,0.0,I,C,C00550871,WHITEFISH,MT,599373010.0,285358,507831,0.5619152828401575,1
920,H6WI01192,"SOLEN, RYAN ASHER",DEM,2016,WI,H,1.0,C,P,C00607036,MOUNT PLEASANT,WI,53406.0,107003,354245,0.30205930923513385,0
922,H6CA24303,"CARBAJAL, SALUD",DEM,2016,CA,H,24.0,O,C,C00576041,SANTA BARBARA,CA,93102.0,166034,310814,0.5341908665632822,1
924,H0MO06073,"GRAVES, SAMUEL B JR 'SAM'",REP,2016,MO,H,6.0,I,C,C00359034,TARKIO,MO,64491.0,238388,350444,0.6802456312563491,1
926,H2TX03118,"JOHNSON, SAM MR.",REP,2016,TX,H,3.0,I,C,C00250720,PLANO,TX,75074.0,193684,316467,0.6120195786606503,1
927,H4KY01073,"GASKINS, SAMUEL LEWIS",DEM,2016,KY,H,1.0,O,P,C00565663,HOPKINSVILLE,KY,42241.0,81710,299001,0.2732766780044214,0
928,H2MI17023,"LEVIN, SANDER M MR",DEM,2016,MI,H,9.0,I,C,C00156612,ROSEVILLE,MI,48066.0,199661,344775,0.5791052135450656,1
929,H2GA02031,"BISHOP, SANFORD D JR",DEM,2016,GA,H,2.0,I,C,C00266940,ALBANY,GA,31707.0,148543,242599,0.6122984843301086,1
930,H6WI06100,"LLOYD, SARAH",DEM,2016,WI,H,6.0,C,C,C00611525,PORTAGE,WI,53901.0,133072,357183,0.37255972428699013,0
931,H4NJ01142,"TOMASZEWSKI, SCOT JOHN",IND,2016,NJ,H,1.0,C,N,C00566000,CHERRY HILL ,NJ,8003.0,5473,305473,0.017916477069986544,0
935,H0TN04195,"DESJARLAIS, SCOTT HON.",REP,2016,TN,H,4.0,I,C,C00464073,SOUTH PITTSBURG,TN,373806414.0,165796,254937,0.6503410646551894,1
936,H6FL27031,"FUHRMAN, SCOTT",DEM,2016,FL,H,27.0,C,C,C00618983,MIAMI,FL,33243.0,129760,287677,0.4510614334826907,0
937,H8NJ05052,"GARRETT, SCOTT REP.",REP,2016,NJ,H,5.0,I,P,C00386110,SUSSEX,NJ,74612623.0,157690,337701,0.46695153404935136,0
938,H2CA52089,"PETERS, SCOTT",DEM,2016,CA,H,52.0,I,C,C00503110,SAN DIEGO,CA,92192.0,181253,320656,0.5652568484606556,1
939,H6TX03200,"JAMESON, SCOTT LANIER",LIB,2016,TX,H,3.0,C,N,C00612648,PLANO,TX,75075.0,10448,316467,0.03301450072203421,0
940,H6NY13170,"FENSTERMAKER, SCOTT LLOYD MR.",,2016,NY,H,13.0,O,P,C00618769,NEW YORK,NY,10034.0,1877,255239,0.007353891842547573,0
941,H2PA04135,"PERRY, SCOTT",REP,2016,PA,H,4.0,I,C,C00510164,RED LION,PA,17356.0,220628,334000,0.660562874251497,1
942,H6CA07126,"JONES, SCOTT",REP,2016,CA,H,7.0,C,P,C00592113,ANTELOPE,CA,95843.0,145168,297301,0.4882862822526665,0
943,H6CO03139,"TIPTON, SCOTT R.",REP,2016,CO,H,3.0,I,C,C00470757,CORTEZ,CO,813211321.0,204220,374037,0.5459887658172855,1
945,H0VA02118,"TAYLOR, SCOTT",REP,2016,VA,H,2.0,O,C,C00608703,VIRGINIA BEACH,VA,23452.0,190475,310567,0.6133137133050195,1
946,H2OH15095,"WHARTON, RICHARD SCOTT",DEM,2016,OH,H,15.0,C,P,C00627430,AMANDA,OH,43102.0,113960,336807,0.33835401283227484,0
947,H0WI07051,"DUFFY, SEAN",REP,2016,WI,H,7.0,I,C,C00464339,WAUSAU,WI,544020538.0,223418,362271,0.6167151110632648,1
949,H4MA06090,"MOULTON, SETH",DEM,2016,MA,H,6.0,I,C,C00547240,SALEM,MA,9170.0,308923,415749,0.7430516970575997,1
951,H6VA02115,"BROWN, SHAUN DENISE",DEM,2016,VA,H,2.0,O,C,C00615013,HAMPTON,VA,23666.0,119440,310567,0.38458690073317514,0
955,H4TX18054,"LEE, SHEILA JACKSON",DEM,2016,TX,H,18.0,I,C,C00287904,HOUSTON,TX,77004.0,150157,204308,0.7349540889245648,1
957,H2IN09167,"YODER, SHELLI",DEM,2016,IN,H,9.0,O,C,C00583427,BLOOMINGTON,IN,47408.0,130627,322843,0.40461462692392275,0
960,H2TX01062,"MCKELLAR, SHIRLEY JONETTA  DR",DEM,2016,TX,H,1.0,C,C,C00506287,TYLER,TX,,62847,260409,0.2413395850373835,0
963,H2MD05155,"HOYER, STENY HAMILTON",DEM,2016,MD,H,5.0,I,C,C00140715,WASHINGTON,DC,20005.0,242989,360634,0.6737828380019633,1
964,H6FL07140,"MURPHY, STEPHANIE",DEM,2016,FL,H,7.0,C,C,C00620443,WINTER PARK,FL,32790.0,182039,353655,0.5147361128783702,1
965,H2MA09072,"LYNCH, STEPHEN",DEM,2016,MA,H,8.0,I,C,C00366948,SOUTH BOSTON,MA,2127.0,271019,396009,0.6843758601445926,1
966,H4CA25123,"KNIGHT, STEVE",REP,2016,CA,H,25.0,I,C,C00554014,LANCASTER,CA,935362326.0,138755,261161,0.5313006153292413,1
967,H4UT03211,"TRYON, STEPHEN P.",DEM,2016,UT,H,3.0,C,P,C00561332,SALT LAKE CITY,UT,84171.0,75716,285305,0.26538616568233997,0
968,H2NM02126,"PEARCE, STEVAN E.",REP,2016,NM,H,2.0,I,C,C00463836,HOBBS,NM,882411830.0,143515,228817,0.6272042724098297,1
970,H8OH01043,"CHABOT, STEVE",REP,2016,OH,H,1.0,I,C,C00301838,CINCINNATI,OH,45211.0,210014,354788,0.5919422302896378,1
971,H6TN09068,"COHEN, STEPHEN IRA",DEM,2016,TN,H,9.0,I,C,C00422980,MEMPHIS,,38112.0,171631,217957,0.7874534885321417,1
972,H6AR03110,"ISAACSON, STEVEN JAY",LIB,2016,AR,H,3.0,C,N,C00625376,EUREKA SPRINGS,AR,72631.0,63715,280907,0.22681884039913566,0
973,H2IA05072,"KING, STEVE MR.",REP,2016,IA,H,4.0,I,C,C00373563,KIRON,IA,514488003.0,226719,370259,0.6123254262556751,1
974,H6AK00235,"LINDBECK, STEVE",DEM,2016,AK,H,,,P,C00615302,ANCHORAGE,AK,99509.0,111019,308198,0.36021972887559295,0
975,H4OK05132,"RUSSELL, STEVEN DANE",REP,2016,OK,H,5.0,I,C,C00558510,CHOCTAW,OK,730201565.0,160184,280570,0.5709234772071141,1
976,H6PA08228,"SANTARSIERO, STEVEN J",DEM,2016,PA,H,8.0,O,P,C00571455,YARDLEY,PA,19067.0,173555,380818,0.45574263821563055,0
977,H0LA01087,"SCALISE, STEVE MR.",REP,2016,LA,H,1.0,I,C,C00394957,JEFFERSON,LA,70121.0,243645,326788,0.745575112917243,1
979,H8OH15076,"STIVERS, STEVE MR.",REP,2016,OH,H,15.0,I,C,C00441352,COLUMBUS,OH,432121947.0,222847,336807,0.6616459871677252,1
980,H0AR03055,"WOMACK, STEVE",REP,2016,AR,H,3.0,I,C,C00477745,ROGERS,AR,727560701.0,217192,280907,0.7731811596008643,1
983,H6OH08331,"FOUGHT, STEVEN DEAN",DEM,2016,OH,H,8.0,C,N,C00624684,SPRINGFIELD,OH,45503.0,87794,325506,0.2697154583940081,0
987,H6IN04169,"MAYORAS, STEVEN MICHAEL",LIB,2016,IN,H,4.0,C,N,C00617076,WEST LAFAYETTE,IN,47906.0,14766,299434,0.049313037263637394,0
988,H0MS04120,"PALAZZO, STEVEN MCCARTY",REP,2016,MS,H,4.0,I,C,C00477323,BILOXI,MS,39535.0,181323,278779,0.6504184318044042,1
989,H6TN04200,"REYNOLDS, STEVEN",DEM,2016,TN,H,4.0,C,C,C00616573,MURFREEBORO,TN,37361.0,89141,254937,0.3496589353448107,0
990,H6FL01176,"SPECHT, STEVEN K.",DEM,2016,FL,H,1.0,O,P,C00614271,PENSACOLA,FL,32507.0,114079,369186,0.309001424756085,0
992,H4MN08083,"MILLS, STEWART MR.",REP,2016,MN,H,8.0,C,P,C00588871,BRAINERD,MN,56401.0,177088,356971,0.4960851161578952,0
993,H6TN02147,"STARR, STUART",DEM,2016,TN,H,2.0,C,N,C00616227,LENOIR CITY,TN,37771.0,68401,280856,0.24354473466829976,0
994,H6CA13140,"CARO, SUZANNE M",REP,2016,CA,H,13.0,C,N,C00603316,OAKLAND,CA,94610.0,29754,322871,0.09215445177795466,0
995,H6NC04151,"GOOGE, SUE",REP,2016,NC,H,4.0,C,P,C00591875,CARY,NC,27518.0,130161,409541,0.31782165888152836,0
996,H0CA49055,"DAVIS, SUSAN",DEM,2016,CA,H,53.0,I,C,C00344671,SAN DIEGO,CA,921384049.0,198988,296956,0.670092538962001,1
997,H2TX35029,"NARVAIZ, SUSAN",REP,2016,TX,H,35.0,C,P,C00504332,SAN MARCOS,TX,78666.0,62384,197576,0.3157468518443536,0
999,H2IN05082,"BROOKS, SUSAN MRS.",REP,2016,IN,H,5.0,I,C,C00500207,CARMEL,IN,460328387.0,221957,361135,0.6146094950641727,1
1000,H0WA08046,"DELBENE, SUZAN K",DEM,2016,WA,H,1.0,I,C,C00459099,BOTHELL,WA,98041.0,193619,349398,0.5541502813410495,1
1001,H6MI08262,"SHKRELI, SUZANNA",DEM,2016,MI,H,8.0,C,P,C00621250,CLARKSTON,MI,48347.0,143791,366968,0.39183525539011577,0
1002,H2OR01133,"BONAMICI, SUZANNE MS.",DEM,2016,OR,H,1.0,I,C,C00500421,BEAVERTON,OR,97202.0,225391,378095,0.5961226675835438,1
1003,H6CA48237,"SAVARY, SUZANNE JOYCE",DEM,2016,CA,H,48.0,C,P,C00588467,NEWPORT BEACH,CA,92662.0,127715,306416,0.41680264738133777,0
1004,H6AZ05133,"FUENTES, TALIA",DEM,2016,AZ,H,5.0,O,C,C00615542,TEMPE,AZ,85281.0,114940,320124,0.3590483687571066,0
1005,H2TX10113,"CADIEN, TAWANA W.",DEM,2016,TX,H,10.0,C,N,C00523902,CYPRESS,TX,77433.0,120170,312600,0.3844209852847089,0
1007,H4CA33119,"LIEU, TED",DEM,2016,CA,H,33.0,I,C,C00556506,LOS ANGELES,CA,90048.0,219397,330219,0.6643984749514716,1
1008,H4TX02108,"POE, TED",REP,2016,TX,H,2.0,I,C,C00392670,HUMBLE,TX,77347.0,168692,278236,0.6062910622636898,1
1009,H2FL06109,"YOHO, THEODORE SCOTT",REP,2016,FL,H,3.0,I,C,C00494583,GAINESVILLE,FL,32608.0,193843,342700,0.5656346658885323,1
1010,H0AL07086,"SEWELL, TERRYCINA ANDREA",DEM,2016,AL,H,7.0,I,C,C00458976,BIRMINGHAM,AL,35201.0,229330,233028,0.9841306624096675,1
1011,H8MN03069,"BONOFF, TERRI",DFL,2016,MN,H,3.0,C,P,C00614982,WAYZATA,MN,55391.0,169238,393457,0.4301308656346183,0
1013,H0FL19080,"DEUTCH, THEODORE ELIOT",DEM,2016,FL,H,22.0,I,C,C00469163,BOCA RATON,FL,33928.0,199113,337850,0.5893532632825218,1
1017,H8FL16022,"ROONEY, TOM MR.",REP,2016,FL,H,17.0,I,C,C00432906,OKEECHOBEE,FL,34973.0,209348,338675,0.6181383332103049,1
1019,H4NJ03130,"MACARTHUR, THOMAS",REP,2016,NJ,H,3.0,I,C,C00557520,TOMS RIVER,NJ,8753.0,194596,328060,0.5931719807352314,1
1020,H2KY04121,"MASSIE, THOMAS H.",REP,2016,KY,H,4.0,I,C,C00509729,NEWPORT,KY,410721072.0,233922,327987,0.7132050965434605,1
1021,H6NC08145,"MILLS, THOMAS M",DEM,2016,NC,H,8.0,C,P,C00600700,CARRBORO,NC,27510.0,133182,323045,0.41227073627513194,0
1023,H6MA01096,"SIMMONS, THOMAS T",LIB,2016,MA,H,1.0,C,P,C00619338,SHELBURNE FALLS,MA,1370.0,27511,349676,0.07867568835150253,0
1025,H6MI13239,"HAYDEN, TIFFANY",LIB,2016,MI,H,13.0,C,N,C00619502,GARDEN CITY,MI,48135.0,9648,257797,0.037424795478613014,0
1026,H2PA18143,"MURPHY, TIMOTHY",REP,2016,PA,H,18.0,I,C,C00372201,PITTSBURGH,PA,152411511.0,293684,293684,1.0,1
1027,H4CA42086,"SHERIDAN, TIMOTHY J",DEM,2016,CA,H,42.0,C,P,C00546580,SUN CITY,CA,92586.0,104689,254236,0.41177881967935304,0
1028,H4MI07103,"WALBERG, TIMOTHY L HON.",REP,2016,MI,H,7.0,I,C,C00390724,TIPTON,MI,492879807.0,184321,334807,0.5505291108011481,1
1029,H6TX15204,"WESTLEY, TIMMY LEE",REP,2016,TX,H,15.0,O,C,C00597716,SELMA,TX,78154.0,66877,177479,0.37681641208255623,0
1030,H6MN01174,"WALZ, TIMOTHY J",DEM,2016,MN,H,1.0,I,C,C00409409,MANKATO,MN,56002.0,169071,335873,0.5033777648099133,1
1031,H6WA06211,"BLOOM, TODD ANTHONY",REP,2016,WA,H,6.0,C,P,C00620245,TACOMA,WA,98417.0,126116,327834,0.3846946930458708,0
1032,H0IN04170,"ROKITA, THEODORE EDWARD",REP,2016,IN,H,4.0,I,C,C00476192,INDIANAPOLIS,IN,462197219.0,193412,299434,0.645925312422771,1
1033,H6VA05142,"GARRETT, THOMAS ALEXANDER MR. JR.",REP,2016,VA,H,5.0,O,P,C00607101,SCOTTSVILLE,VA,24590.0,207758,356756,0.582353204991647,1
1034,H6MI12272,"BAGWELL, THOMAS A",LIB,2016,MI,H,12.0,C,N,C00587014,WYANDOTTE,MI,48192.0,7489,328542,0.022794650303461964,0
1035,H2OK04055,"COLE, TOM",REP,2016,OK,H,4.0,I,C,C00379735,NORMAN,OK,73070.0,204143,293189,0.6962846491512301,1
1036,H4MN06087,"EMMER, THOMAS EARL JR.",REP,2016,MN,H,6.0,I,C,C00545749,ANOKA,MN,553030998.0,235385,358930,0.6557963948402196,1
1037,H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",REP,2016,GA,H,14.0,I,C,C00462556,RANGER,GA,307349703.0,216743,216743,1.0,1
1038,H0PA10078,"MARINO, THOMAS ANTHONY",REP,2016,PA,H,10.0,I,C,C00475145,COGAN STATION,PA,17728.0,211282,301105,0.7016887796615798,1
1039,H8CA04152,"MCCLINTOCK, THOMAS",REP,2016,CA,H,4.0,I,C,C00446815,ROSEVILLE,CA,95661.0,220133,350978,0.6271988557687377,1
1040,H6OH10113,"MCMASTERS, THOMAS",UN,2016,OH,H,10.0,C,P,C00613455,HUBER HEIGHTS,OH,45424.0,10890,336602,0.03235274894385654,0
1041,H6WI08163,"NELSON, TOM",DEM,2016,WI,H,8.0,O,P,C00614115,KAUKAUNA,WI,54130.0,135682,363780,0.37297817362141955,0
1042,H6AZ01199,"O'HALLERAN, TOM",DEM,2016,AZ,H,1.0,O,C,C00582890,SEDONA,AZ,86351.0,142219,280710,0.5066403049410424,1
1043,H4GA06087,"PRICE, THOMAS EDMUNDS",REP,2016,GA,H,6.0,I,C,C00386755,ROSWELL,GA,30077.0,201088,326005,0.6168248953236913,1
1044,H2SC07066,"RICE, TOM",REP,2016,SC,H,7.0,I,C,C00506048,MYRTLE BEACH,SC,29572.0,176468,289463,0.6096392285024338,1
1045,H6TX21228,"WAKELY, THOMAS MR.",DEM,2016,TX,H,21.0,C,P,C00589374,SAN ANTONIO,TX,782701663.0,129765,356031,0.36447668882765827,0
1046,H6FL03073,"WELLS, THOMAS BECKWITH",DEM,2016,FL,H,3.0,C,P,C00620559,GAINESVILLE,FL,32601.0,12519,342700,0.0365304931426904,0
1048,H6IL11117,"KHOURI, TONIA",REP,2016,IL,H,11.0,C,C,C00575639,AURORA,IL,60502.0,108995,275573,0.3955213319156811,0
1049,H2CA28113,"CARDENAS, TONY",DEM,2016,CA,H,29.0,I,C,C00498873,LOS ANGELES,CA,90010.0,128407,171824,0.747317022069094,1
1050,H6WA08092,"VENTRELLA, TONY",DEM,2016,WA,H,8.0,C,P,C00616656,ISSAQUAH,WA,98027.0,127720,320865,0.3980490237327225,0
1052,H4AZ04024,"FRANKS, TRENT",REP,2016,AZ,H,8.0,I,C,C00367110,PEORIA,AZ,853833213.0,204942,298971,0.6854912349358299,1
1053,H6MS01131,"KELLY, JOHN TRENT",REP,2016,MS,H,1.0,I,C,C00573980,TUPELO,MS,38804.0,206455,300423,0.6872143610842046,1
1054,H0SC04257,"GOWDY, TREY",REP,2016,SC,H,4.0,I,C,C00462523,SPARTANBURG,SC,29304.0,198648,295670,0.6718571380255014,1
1055,H6IN09176,"HOLLINGSWORTH, TREY",REP,2016,IN,H,9.0,O,C,C00590463,JEFFERSONVILLE,IN,47130.0,174791,322843,0.5414117698076155,1
1056,H6TX19180,"BONAR, TROY",LIB,2016,TX,H,19.0,O,N,C00618660,ABILENE,TX,79606.0,17376,203475,0.08539624032436417,0
1058,H2HI02508,"GABBARD, TULSI",DEM,2016,HI,H,2.0,I,C,C00497396,KAPOLEI,HI,96707.0,170848,224133,0.7622616928341654,1
1059,H6CA35127,"FISCHELLA, TYLER R",REP,2016,CA,H,35.0,C,N,C00610535,SAN DIMAS,CA,91773.0,47309,171353,0.2760908767281577,0
1062,H6FL13148,"BUCHANAN, VERNON",REP,2016,FL,H,16.0,I,C,C00412759,SARASOTA,FL,34230.0,230654,385916,0.5976792877206438,1
1063,H6TX15162,"GONZALEZ, VICENTE MR.",DEM,2016,TX,H,15.0,O,C,C00592659,MCALLEN,TX,785040603.0,101712,177479,0.5730931546830893,1
